Start Time,Duration,Title,Bookmark,Country,show_name,season,episode_name,year,month,weekday,day,hour_day,date,month_name,weekday_name,minutes,hours
2020-11-09 18:40:17-07:00,0 days 00:35:18,Cable Girls: Final Season: Part 1: Chapter 34: Hate (Episode 2),00:35:23,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 34: Hate (Episode 2),2020,11,0,9,18,2020-11-09,November,Monday,35.3,0.5883333333333334
2020-11-09 17:41:12-07:00,0 days 00:23:40,Cable Girls: Final Season: Part 1: Chapter 33: War (Episode 1),00:41:43,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 33: War (Episode 1),2020,11,0,9,17,2020-11-09,November,Monday,23.666666666666668,0.39444444444444443
2020-11-08 22:56:05-07:00,0 days 00:19:58,Cable Girls: Final Season: Part 1: Chapter 33: War (Episode 1),00:20:03,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 33: War (Episode 1),2020,11,6,8,22,2020-11-08,November,Sunday,19.966666666666665,0.3327777777777778
2020-11-08 22:30:55-07:00,0 days 00:22:15,Cable Girls: Season 4: Chapter 32: Luck (Episode 8),00:35:34,CA (Canada),Cable Girls, Season 4, Chapter 32: Luck (Episode 8),2020,11,6,8,22,2020-11-08,November,Sunday,22.25,0.37083333333333335
2020-11-08 22:20:31-07:00,0 days 00:10:20,Cable Girls: Season 4: Chapter 31: Happiness (Episode 7),00:37:06,CA (Canada),Cable Girls, Season 4, Chapter 31: Happiness (Episode 7),2020,11,6,8,22,2020-11-08,November,Sunday,10.333333333333334,0.17222222222222222
2020-11-08 19:36:37-07:00,0 days 00:04:47,Cable Girls: Season 4: Chapter 31: Happiness (Episode 7),00:29:03,CA (Canada),Cable Girls, Season 4, Chapter 31: Happiness (Episode 7),2020,11,6,8,19,2020-11-08,November,Sunday,4.783333333333333,0.07972222222222222
2020-11-06 23:51:27-07:00,0 days 00:24:12,Cable Girls: Season 4: Chapter 31: Happiness (Episode 7),00:24:14,CA (Canada),Cable Girls, Season 4, Chapter 31: Happiness (Episode 7),2020,11,4,6,23,2020-11-06,November,Friday,24.2,0.4033333333333333
2020-11-06 23:11:11-07:00,0 days 00:39:33,Cable Girls: Season 4: Chapter 30: Doubt (Episode 6),00:39:38,CA (Canada),Cable Girls, Season 4, Chapter 30: Doubt (Episode 6),2020,11,4,6,23,2020-11-06,November,Friday,39.55,0.6591666666666667
2020-11-06 22:25:46-07:00,0 days 00:20:01,Cable Girls: Season 4: Chapter 29: Life (Episode 5),00:41:48,CA (Canada),Cable Girls, Season 4, Chapter 29: Life (Episode 5),2020,11,4,6,22,2020-11-06,November,Friday,20.016666666666666,0.33361111111111114
2020-11-06 18:20:50-07:00,0 days 00:22:12,Cable Girls: Season 4: Chapter 29: Life (Episode 5),00:22:17,CA (Canada),Cable Girls, Season 4, Chapter 29: Life (Episode 5),2020,11,4,6,18,2020-11-06,November,Friday,22.2,0.37
2020-11-06 18:00:51-07:00,0 days 00:13:21,Cable Girls: Season 4: Chapter 28: Fear (Episode 4),00:38:45,CA (Canada),Cable Girls, Season 4, Chapter 28: Fear (Episode 4),2020,11,4,6,18,2020-11-06,November,Friday,13.35,0.2225
2020-11-06 08:35:45-07:00,0 days 00:01:08,Cable Girls: Season 4: Chapter 28: Fear (Episode 4),00:25:24,CA (Canada),Cable Girls, Season 4, Chapter 28: Fear (Episode 4),2020,11,4,6,8,2020-11-06,November,Friday,1.1333333333333333,0.01888888888888889
2020-11-05 22:00:02-07:00,0 days 00:24:42,Cable Girls: Season 4: Chapter 28: Fear (Episode 4),00:24:56,CA (Canada),Cable Girls, Season 4, Chapter 28: Fear (Episode 4),2020,11,3,5,22,2020-11-05,November,Thursday,24.7,0.4116666666666667
2020-11-05 21:20:19-07:00,0 days 00:39:41,Cable Girls: Season 4: Chapter 27: Justice (Episode 3),00:39:55,CA (Canada),Cable Girls, Season 4, Chapter 27: Justice (Episode 3),2020,11,3,5,21,2020-11-05,November,Thursday,39.68333333333333,0.6613888888888889
2020-11-05 20:32:55-07:00,0 days 00:41:21,Cable Girls: Season 4: Chapter 26: Liberty (Episode 2),00:45:38,CA (Canada),Cable Girls, Season 4, Chapter 26: Liberty (Episode 2),2020,11,3,5,20,2020-11-05,November,Thursday,41.35,0.6891666666666667
2020-11-04 15:49:28-07:00,0 days 00:01:43,Cable Girls: Season 4: Chapter 26: Liberty (Episode 2),00:04:38,CA (Canada),Cable Girls, Season 4, Chapter 26: Liberty (Episode 2),2020,11,2,4,15,2020-11-04,November,Wednesday,1.7166666666666666,0.02861111111111111
2020-11-03 20:41:55-07:00,0 days 00:01:53,Cable Girls: Season 4: Chapter 26: Liberty (Episode 2),00:01:58,CA (Canada),Cable Girls, Season 4, Chapter 26: Liberty (Episode 2),2020,11,1,3,20,2020-11-03,November,Tuesday,1.8833333333333333,0.03138888888888889
2020-11-03 19:26:19-07:00,0 days 00:45:56,Cable Girls: Season 4: Chapter 25: Equality (Episode 1),00:45:31,CA (Canada),Cable Girls, Season 4, Chapter 25: Equality (Episode 1),2020,11,1,3,19,2020-11-03,November,Tuesday,45.93333333333333,0.7655555555555555
2020-11-03 18:06:39-07:00,0 days 00:33:39,Cable Girls: Season 3: Chapter 24: Destiny (Episode 8),00:41:41,CA (Canada),Cable Girls, Season 3, Chapter 24: Destiny (Episode 8),2020,11,1,3,18,2020-11-03,November,Tuesday,33.65,0.5608333333333333
2020-11-02 22:50:23-07:00,0 days 00:10:46,Cable Girls: Season 3: Chapter 24: Destiny (Episode 8),00:11:00,CA (Canada),Cable Girls, Season 3, Chapter 24: Destiny (Episode 8),2020,11,0,2,22,2020-11-02,November,Monday,10.766666666666667,0.17944444444444443
2020-11-02 22:09:53-07:00,0 days 00:40:28,Cable Girls: Season 3: Chapter 23: Hope (Episode 7),00:40:42,CA (Canada),Cable Girls, Season 3, Chapter 23: Hope (Episode 7),2020,11,0,2,22,2020-11-02,November,Monday,40.46666666666667,0.6744444444444444
2020-11-02 21:56:07-07:00,0 days 00:13:43,Cable Girls: Season 3: Chapter 22: Fight (Episode 6),00:41:22,CA (Canada),Cable Girls, Season 3, Chapter 22: Fight (Episode 6),2020,11,0,2,21,2020-11-02,November,Monday,13.716666666666667,0.2286111111111111
2020-11-02 18:17:48-07:00,0 days 00:27:48,Cable Girls: Season 3: Chapter 22: Fight (Episode 6),00:27:59,CA (Canada),Cable Girls, Season 3, Chapter 22: Fight (Episode 6),2020,11,0,2,18,2020-11-02,November,Monday,27.8,0.4633333333333333
2020-11-02 12:20:51-07:00,0 days 00:31:24,Cable Girls: Season 3: Chapter 21: Sin (Episode 5),00:45:12,CA (Canada),Cable Girls, Season 3, Chapter 21: Sin (Episode 5),2020,11,0,2,12,2020-11-02,November,Monday,31.4,0.5233333333333333
2020-11-01 11:39:52-07:00,0 days 00:13:08,Cable Girls: Season 3: Chapter 21: Sin (Episode 5),00:13:48,CA (Canada),Cable Girls, Season 3, Chapter 21: Sin (Episode 5),2020,11,6,1,11,2020-11-01,November,Sunday,13.133333333333333,0.21888888888888888
2020-11-01 00:08:31-06:00,0 days 00:01:43,Cable Girls: Season 3: Chapter 21: Sin (Episode 5),00:01:48,CA (Canada),Cable Girls, Season 3, Chapter 21: Sin (Episode 5),2020,11,6,1,0,2020-11-01,November,Sunday,1.7166666666666666,0.02861111111111111
2020-10-31 23:14:19-06:00,0 days 00:47:55,Cable Girls: Season 3: Chapter 20: Revenge (Episode 4),00:47:29,CA (Canada),Cable Girls, Season 3, Chapter 20: Revenge (Episode 4),2020,10,5,31,23,2020-10-31,October,Saturday,47.916666666666664,0.7986111111111112
2020-10-31 22:18:14-06:00,0 days 00:48:26,Cable Girls: Season 3: Chapter 19: Truth (Episode 3),00:48:37,CA (Canada),Cable Girls, Season 3, Chapter 19: Truth (Episode 3),2020,10,5,31,22,2020-10-31,October,Saturday,48.43333333333333,0.8072222222222222
2020-10-29 22:02:52-06:00,0 days 00:51:13,Cable Girls: Season 3: Chapter 18: Death (Episode 2),00:50:12,CA (Canada),Cable Girls, Season 3, Chapter 18: Death (Episode 2),2020,10,3,29,22,2020-10-29,October,Thursday,51.21666666666667,0.8536111111111111
2020-10-29 21:21:59-06:00,0 days 00:40:37,Cable Girls: Season 3: Chapter 17: Time (Episode 1),00:40:17,CA (Canada),Cable Girls, Season 3, Chapter 17: Time (Episode 1),2020,10,3,29,21,2020-10-29,October,Thursday,40.61666666666667,0.6769444444444445
2020-10-29 14:30:15-06:00,0 days 00:14:50,Cable Girls: Season 2: Chapter 16: Innocence (Episode 8),00:41:23,CA (Canada),Cable Girls, Season 2, Chapter 16: Innocence (Episode 8),2020,10,3,29,14,2020-10-29,October,Thursday,14.833333333333334,0.24722222222222223
2020-10-29 08:09:15-06:00,0 days 00:25:54,Cable Girls: Season 2: Chapter 16: Innocence (Episode 8),00:26:33,CA (Canada),Cable Girls, Season 2, Chapter 16: Innocence (Episode 8),2020,10,3,29,8,2020-10-29,October,Thursday,25.9,0.43166666666666664
2020-10-29 08:05:13-06:00,0 days 00:04:00,Cable Girls: Season 2: Chapter 15: Opportunities (Episode 7),00:47:10,CA (Canada),Cable Girls, Season 2, Chapter 15: Opportunities (Episode 7),2020,10,3,29,8,2020-10-29,October,Thursday,4.0,0.06666666666666667
2020-10-28 22:01:01-06:00,0 days 00:42:47,Cable Girls: Season 2: Chapter 15: Opportunities (Episode 7),00:43:10,CA (Canada),Cable Girls, Season 2, Chapter 15: Opportunities (Episode 7),2020,10,2,28,22,2020-10-28,October,Wednesday,42.78333333333333,0.7130555555555556
2020-10-28 21:29:24-06:00,0 days 00:25:44,Cable Girls: Season 2: Chapter 14: Loneliness (Episode 6),00:45:24,CA (Canada),Cable Girls, Season 2, Chapter 14: Loneliness (Episode 6),2020,10,2,28,21,2020-10-28,October,Wednesday,25.733333333333334,0.4288888888888889
2020-10-28 13:48:51-06:00,0 days 00:23:50,Cable Girls: Season 2: Chapter 14: Loneliness (Episode 6),00:19:27,CA (Canada),Cable Girls, Season 2, Chapter 14: Loneliness (Episode 6),2020,10,2,28,13,2020-10-28,October,Wednesday,23.833333333333332,0.3972222222222222
2020-10-28 13:41:30-06:00,0 days 00:07:20,Cable Girls: Season 2: Chapter 13: Secrets (Episode 5),00:46:26,CA (Canada),Cable Girls, Season 2, Chapter 13: Secrets (Episode 5),2020,10,2,28,13,2020-10-28,October,Wednesday,7.333333333333333,0.12222222222222222
2020-10-27 22:18:33-06:00,0 days 00:26:16,Cable Girls: Season 2: Chapter 13: Secrets (Episode 5),00:39:06,CA (Canada),Cable Girls, Season 2, Chapter 13: Secrets (Episode 5),2020,10,1,27,22,2020-10-27,October,Tuesday,26.266666666666666,0.43777777777777777
2020-10-27 20:39:05-06:00,0 days 00:12:00,Cable Girls: Season 2: Chapter 13: Secrets (Episode 5),00:12:50,CA (Canada),Cable Girls, Season 2, Chapter 13: Secrets (Episode 5),2020,10,1,27,20,2020-10-27,October,Tuesday,12.0,0.2
2020-10-27 20:13:45-06:00,0 days 00:18:53,Cable Girls: Season 2: Chapter 12: Guilt (Episode 4),00:47:02,CA (Canada),Cable Girls, Season 2, Chapter 12: Guilt (Episode 4),2020,10,1,27,20,2020-10-27,October,Tuesday,18.883333333333333,0.31472222222222224
2020-10-27 19:23:14-06:00,0 days 00:04:48,Cable Girls: Season 2: Chapter 12: Guilt (Episode 4),00:29:23,CA (Canada),Cable Girls, Season 2, Chapter 12: Guilt (Episode 4),2020,10,1,27,19,2020-10-27,October,Tuesday,4.8,0.08
2020-10-26 18:47:29-06:00,0 days 00:26:20,Cable Girls: Season 2: Chapter 12: Guilt (Episode 4),00:24:43,CA (Canada),Cable Girls, Season 2, Chapter 12: Guilt (Episode 4),2020,10,0,26,18,2020-10-26,October,Monday,26.333333333333332,0.4388888888888889
2020-10-26 18:11:26-06:00,0 days 00:27:02,Cable Girls: Season 2: Chapter 11: Jealousy (Episode 3),00:44:28,CA (Canada),Cable Girls, Season 2, Chapter 11: Jealousy (Episode 3),2020,10,0,26,18,2020-10-26,October,Monday,27.033333333333335,0.45055555555555554
2020-10-26 11:53:04-06:00,0 days 00:08:27,Cable Girls: Season 2: Chapter 11: Jealousy (Episode 3),00:19:09,CA (Canada),Cable Girls, Season 2, Chapter 11: Jealousy (Episode 3),2020,10,0,26,11,2020-10-26,October,Monday,8.45,0.14083333333333334
2020-10-26 08:27:50-06:00,0 days 00:10:25,Cable Girls: Season 2: Chapter 11: Jealousy (Episode 3),00:10:42,CA (Canada),Cable Girls, Season 2, Chapter 11: Jealousy (Episode 3),2020,10,0,26,8,2020-10-26,October,Monday,10.416666666666666,0.1736111111111111
2020-10-26 07:42:27-06:00,0 days 00:22:05,Cable Girls: Season 2: Chapter 10: Pact (Episode 2),00:44:41,CA (Canada),Cable Girls, Season 2, Chapter 10: Pact (Episode 2),2020,10,0,26,7,2020-10-26,October,Monday,22.083333333333332,0.3680555555555556
2020-10-25 21:43:40-06:00,0 days 00:22:31,Cable Girls: Season 2: Chapter 10: Pact (Episode 2),00:22:36,CA (Canada),Cable Girls, Season 2, Chapter 10: Pact (Episode 2),2020,10,6,25,21,2020-10-25,October,Sunday,22.516666666666666,0.37527777777777777
2020-10-25 20:16:40-06:00,0 days 00:48:37,Cable Girls: Season 2: Chapter 9: The Choice (Episode 1),00:49:01,CA (Canada),Cable Girls, Season 2, Chapter 9: The Choice (Episode 1),2020,10,6,25,20,2020-10-25,October,Sunday,48.61666666666667,0.8102777777777778
2020-10-22 21:48:47-06:00,0 days 00:08:26,Stay Here: Season 1: Paso Robles Wine Country Cottage (Episode 5),00:29:13,CA (Canada),Stay Here, Season 1, Paso Robles Wine Country Cottage (Episode 5),2020,10,3,22,21,2020-10-22,October,Thursday,8.433333333333334,0.14055555555555554
2020-10-22 21:34:06-06:00,0 days 00:14:32,Stay Here: Season 1: Brooklyn Brownstone (Episode 4),00:30:43,CA (Canada),Stay Here, Season 1, Brooklyn Brownstone (Episode 4),2020,10,3,22,21,2020-10-22,October,Thursday,14.533333333333333,0.24222222222222223
2020-10-22 20:34:54-06:00,0 days 00:25:15,Stay Here: Season 1: Malibu Beach House (Episode 2),00:28:39,CA (Canada),Stay Here, Season 1, Malibu Beach House (Episode 2),2020,10,3,22,20,2020-10-22,October,Thursday,25.25,0.42083333333333334
2020-10-22 20:33:01-06:00,0 days 00:01:50,Stay Here: Season 1: Seattle Houseboat (Episode 1),00:01:50,CA (Canada),Stay Here, Season 1, Seattle Houseboat (Episode 1),2020,10,3,22,20,2020-10-22,October,Thursday,1.8333333333333333,0.030555555555555555
2020-10-22 20:14:20-06:00,0 days 00:16:44,"Crazy, Stupid, Love",01:04:47,CA (Canada),"Crazy, Stupid, Love",,,2020,10,3,22,20,2020-10-22,October,Thursday,16.733333333333334,0.2788888888888889
2020-10-20 21:13:13-06:00,0 days 00:48:03,"Crazy, Stupid, Love",00:48:03,CA (Canada),"Crazy, Stupid, Love",,,2020,10,1,20,21,2020-10-20,October,Tuesday,48.05,0.8008333333333333
2020-10-20 03:37:58-06:00,0 days 00:17:56,Arthur Christmas,00:26:41,CA (Canada),Arthur Christmas,,,2020,10,1,20,3,2020-10-20,October,Tuesday,17.933333333333334,0.29888888888888887
2020-10-20 03:03:45-06:00,0 days 00:17:51,Little Miss Sumo,00:17:41,CA (Canada),Little Miss Sumo,,,2020,10,1,20,3,2020-10-20,October,Tuesday,17.85,0.2975
2020-10-19 21:50:16-06:00,0 days 00:06:35,Styling Hollywood: Season 1: Black Girl Magic (Episode 1),00:17:01,CA (Canada),Styling Hollywood, Season 1, Black Girl Magic (Episode 1),2020,10,0,19,21,2020-10-19,October,Monday,6.583333333333333,0.10972222222222222
2020-10-19 21:35:48-06:00,0 days 00:13:31,Skin Decision: Before and After: Season 1: These Scars Do Not Define Me (Episode 1),00:38:34,CA (Canada),Skin Decision, Before and After, Season 1: These Scars Do Not Define Me (Episode 1),2020,10,0,19,21,2020-10-19,October,Monday,13.516666666666667,0.22527777777777777
2020-10-19 20:38:12-06:00,0 days 00:43:47,Cable Girls: Season 1: Chapter 8: Love (Episode 8),00:46:02,CA (Canada),Cable Girls, Season 1, Chapter 8: Love (Episode 8),2020,10,0,19,20,2020-10-19,October,Monday,43.78333333333333,0.7297222222222223
2020-10-19 19:21:15-06:00,0 days 00:14:14,"Breakfast, Lunch & Dinner: Season 1: Phnom Penh with Kate McKinnon (Episode 4)",00:14:22,CA (Canada),"Breakfast, Lunch & Dinner", Season 1, Phnom Penh with Kate McKinnon (Episode 4),2020,10,0,19,19,2020-10-19,October,Monday,14.233333333333333,0.23722222222222222
2020-10-19 18:36:26-06:00,0 days 00:40:34,"Breakfast, Lunch & Dinner: Season 1: Los Angeles with Lena Waithe (Episode 3)",00:42:14,CA (Canada),"Breakfast, Lunch & Dinner", Season 1, Los Angeles with Lena Waithe (Episode 3),2020,10,0,19,18,2020-10-19,October,Monday,40.56666666666667,0.6761111111111111
2020-10-19 10:36:11-06:00,0 days 00:22:15,"Breakfast, Lunch & Dinner: Season 1: Marrakesh with Chrissy Teigen (Episode 2)",00:23:51,CA (Canada),"Breakfast, Lunch & Dinner", Season 1, Marrakesh with Chrissy Teigen (Episode 2),2020,10,0,19,10,2020-10-19,October,Monday,22.25,0.37083333333333335
2020-10-19 10:21:35-06:00,0 days 00:01:10,"Breakfast, Lunch & Dinner: Season 1: Marrakesh with Chrissy Teigen (Episode 2)",00:01:16,CA (Canada),"Breakfast, Lunch & Dinner", Season 1, Marrakesh with Chrissy Teigen (Episode 2),2020,10,0,19,10,2020-10-19,October,Monday,1.1666666666666667,0.019444444444444445
2020-10-19 09:08:21-06:00,0 days 00:42:48,"Breakfast, Lunch & Dinner: Season 1: Vancouver with Seth Rogen (Episode 1)",00:41:24,CA (Canada),"Breakfast, Lunch & Dinner", Season 1, Vancouver with Seth Rogen (Episode 1),2020,10,0,19,9,2020-10-19,October,Monday,42.8,0.7133333333333334
2020-10-18 20:38:09-06:00,0 days 01:26:20,"To Each, Her Own",01:33:02,CA (Canada),"To Each, Her Own",,,2020,10,6,18,20,2020-10-18,October,Sunday,86.33333333333333,1.4388888888888889
2020-10-18 20:02:29-06:00,0 days 00:03:20,Moving Art: Season 3: Patterns in Nature (Episode 6),00:13:23,CA (Canada),Moving Art, Season 3, Patterns in Nature (Episode 6),2020,10,6,18,20,2020-10-18,October,Sunday,3.3333333333333335,0.05555555555555555
2020-10-18 15:57:35-06:00,0 days 00:31:26,Taco Chronicles: Volume 2: Cochinita (Episode 2),00:32:30,CA (Canada),Taco Chronicles, Volume 2, Cochinita (Episode 2),2020,10,6,18,15,2020-10-18,October,Sunday,31.433333333333334,0.5238888888888888
2020-10-18 10:42:53-06:00,0 days 00:13:46,David Attenborough: A Life on Our Planet,00:32:33,CA (Canada),David Attenborough, A Life on Our Planet,,2020,10,6,18,10,2020-10-18,October,Sunday,13.766666666666667,0.22944444444444445
2020-10-17 21:01:14-06:00,0 days 00:24:11,Dream Home Makeover: Season 1: Grand Kitchen Deployment (Episode 6),00:23:51,CA (Canada),Dream Home Makeover, Season 1, Grand Kitchen Deployment (Episode 6),2020,10,5,17,21,2020-10-17,October,Saturday,24.183333333333334,0.40305555555555556
2020-10-17 20:36:10-06:00,0 days 00:21:38,Dream Home Makeover: Season 1: Historic Home Renovation (Episode 5),00:21:38,CA (Canada),Dream Home Makeover, Season 1, Historic Home Renovation (Episode 5),2020,10,5,17,20,2020-10-17,October,Saturday,21.633333333333333,0.3605555555555556
2020-10-17 20:02:39-06:00,0 days 00:27:50,Dream Home Makeover: Season 1: Los Angeles Hideaway (Episode 4),00:27:50,CA (Canada),Dream Home Makeover, Season 1, Los Angeles Hideaway (Episode 4),2020,10,5,17,20,2020-10-17,October,Saturday,27.833333333333332,0.4638888888888889
2020-10-17 19:29:57-06:00,0 days 00:03:20,Cable Girls: Season 1: Chapter 8: Love (Episode 8),00:03:26,FR (France),Cable Girls, Season 1, Chapter 8: Love (Episode 8),2020,10,5,17,19,2020-10-17,October,Saturday,3.3333333333333335,0.05555555555555555
2020-10-17 18:49:17-06:00,0 days 00:40:39,Cable Girls: Season 1: Chapter 7: Loss (Episode 7),00:52:47,FR (France),Cable Girls, Season 1, Chapter 7: Loss (Episode 7),2020,10,5,17,18,2020-10-17,October,Saturday,40.65,0.6775
2020-10-16 22:13:26-06:00,0 days 00:26:19,Dream Home Makeover: Season 1: Movie Room Remake (Episode 3),00:23:33,CA (Canada),Dream Home Makeover, Season 1, Movie Room Remake (Episode 3),2020,10,4,16,22,2020-10-16,October,Friday,26.316666666666666,0.4386111111111111
2020-10-16 15:12:45-06:00,0 days 00:26:31,Dream Home Makeover: Season 1: Manor House Designs (Episode 2),00:26:36,CA (Canada),Dream Home Makeover, Season 1, Manor House Designs (Episode 2),2020,10,4,16,15,2020-10-16,October,Friday,26.516666666666666,0.4419444444444444
2020-10-16 14:33:09-06:00,0 days 00:28:30,Dream Home Makeover: Season 1: Forever Home (Episode 1),00:28:10,CA (Canada),Dream Home Makeover, Season 1, Forever Home (Episode 1),2020,10,4,16,14,2020-10-16,October,Friday,28.5,0.475
2020-10-16 07:27:23-06:00,0 days 00:10:18,Cable Girls: Season 1: Chapter 7: Loss (Episode 7),00:12:08,CA (Canada),Cable Girls, Season 1, Chapter 7: Loss (Episode 7),2020,10,4,16,7,2020-10-16,October,Friday,10.3,0.17166666666666666
2020-10-16 07:12:47-06:00,0 days 00:12:32,Cable Girls: Season 1: Chapter 6: Family (Episode 6),01:02:33,CA (Canada),Cable Girls, Season 1, Chapter 6: Family (Episode 6),2020,10,4,16,7,2020-10-16,October,Friday,12.533333333333333,0.2088888888888889
2020-10-15 21:11:45-06:00,0 days 00:49:08,Cable Girls: Season 1: Chapter 6: Family (Episode 6),00:49:59,CA (Canada),Cable Girls, Season 1, Chapter 6: Family (Episode 6),2020,10,3,15,21,2020-10-15,October,Thursday,49.13333333333333,0.8188888888888889
